Element,Start Time,End Time
O,2023-03-13 06:59:59.851682,2023-03-15 07:59:59.936642
O,2023-03-16 08:59:59.896322,2023-03-23 06:00:00.008638
O,2023-04-22 09:00:00.116638,2023-04-23 23:00:00.131041
O,2023-05-08 02:59:59.961119,2023-05-09 18:00:00.125278
O,2023-05-09 18:59:59.959683,2023-05-11 12:00:00.108002
O,2023-07-15 10:59:59.902078,2023-07-17 13:59:59.971198
O,2023-07-17 21:00:00.073441,2023-07-19 17:00:00.040319
O,2023-07-25 06:59:59.925118,2023-07-30 14:59:59.857437
O,2023-08-05 09:00:00.025921,2023-08-10 18:00:00.108002
O,2023-08-12 01:59:59.854560,2023-08-13 20:59:59.987039
O,2023-09-01 02:00:00.152640,2023-09-02 09:00:00.064800
O,2023-09-03 06:59:59.890557,2023-09-05 02:59:59.857441
O,2023-09-18 00:00:00.090723,2023-09-18 17:59:59.948159
O,2023-09-24 08:59:59.982721,2023-09-25 00:00:00.021598
O,2023-11-09 17:00:00.005759,2023-11-10 21:00:00.099360
O,2023-12-15 00:00:00.077763,2023-12-16 22:00:00.028801
O,2023-12-26 01:00:00.028796,2023-12-27 01:59:59.988483
O,2024-01-01 00:00:00.000000,2024-01-06 07:39:01.015196
O,2024-01-06 16:37:32.485437,2024-01-08 15:29:50.268476
O,2024-01-10 01:24:15.717602,2024-01-10 17:21:38.226239
O,2024-01-22 01:36:53.138880,2024-01-22 21:33:36.511202
O,2024-01-23 12:31:08.961597,2024-01-24 18:26:13.862402
O,2024-01-29 02:09:10.956962,2024-01-30 00:05:34.445759
O,2024-01-31 10:59:50.268476,2024-02-03 13:47:32.520480
O,2024-02-06 02:37:32.380316,2024-02-07 09:32:27.654719
O,2024-02-09 09:24:35.495999,2024-02-11 04:17:32.415359
O,2024-02-12 01:14:05.845922,2024-02-14 19:03:16.627678
O,2024-02-16 20:55:04.900797,2024-02-20 04:41:58.074721
O,2024-02-23 15:28:21.738717,2024-02-24 17:24:05.775836
O,2024-03-15 02:07:42.427196,2024-03-17 05:59:10.816798
O,2024-03-17 14:57:42.287039,2024-03-18 20:52:47.187837
O,2024-03-22 22:36:43.302243,2024-03-24 20:29:10.711677
Si,2017-07-14 03:59:59.989918,2017-07-15 23:00:00.122397
Si,2017-09-04 22:00:00.054722,2017-09-08 10:00:00.020156
Si,2017-09-08 17:59:59.956798,2017-09-10 07:00:00.136803
Si,2017-09-10 09:59:59.955362,2017-09-12 18:00:00.142558
Si,2017-09-15 05:00:00.148320,2017-09-16 18:00:00.012961
Si,2017-09-17 03:00:00.099357,2017-09-18 19:59:59.932319
Si,2020-11-30 02:01:58.144799,2020-12-01 19:55:05.005918
Si,2021-05-29 01:00:00.084963,2021-05-29 16:59:59.958238
Si,2021-07-10 00:00:00.151201,2021-07-10 21:59:59.976957
Si,2021-10-28 23:00:00.031680,2021-10-31 19:59:59.958237
Si,2021-11-02 13:59:59.940961,2021-11-03 01:00:00.011518
Si,2021-11-03 18:59:59.868961,2021-11-04 09:59:59.907838
Si,2022-01-20 08:00:00.109439,2022-01-20 20:59:59.848800
Si,2022-04-02 15:00:00.086403,2022-04-03 04:00:00.141120
Si,2022-07-09 17:00:00.048957,2022-07-10 06:00:00.103682
Si,2022-08-27 06:59:59.959682,2022-08-28 05:00:00.100802
Si,2022-09-12 07:00:00.072001,2022-09-18 02:59:59.909282
Si,2022-10-01 19:00:00.149762,2022-10-02 14:59:59.991358
Si,2023-02-25 20:00:00.109437,2023-02-27 03:59:59.856002
Si,2023-03-13 08:00:00.001437,2023-03-14 14:00:00.079199
Si,2023-03-14 22:59:59.850239,2023-03-16 02:00:00.109442
Si,2023-04-23 12:59:59.894883,2023-04-23 23:00:00.131041
Si,2023-05-08 08:00:00.079202,2023-05-09 14:00:00.156957
Si,2023-05-09 20:59:59.943836,2023-05-11 08:00:00.139681
Si,2023-05-11 16:59:59.910721,2023-05-12 11:00:00.083521
Si,2023-07-15 19:59:59.988481,2023-07-16 13:00:00.011519
Si,2023-07-16 18:00:00.129602,2023-07-17 06:59:59.868962
Si,2023-07-17 23:00:00.057602,2023-07-19 13:59:59.906396
Si,2023-07-20 06:59:59.929441,2023-07-20 21:59:59.968319
Si,2023-07-28 18:00:00.056161,2023-07-30 12:59:59.873277
Si,2023-08-05 09:00:00.025921,2023-08-07 18:00:00.047523
Si,2023-08-07 22:00:00.015836,2023-08-10 18:00:00.108002
Si,2023-08-11 04:00:00.028796,2023-08-11 13:59:59.949598
Si,2023-09-01 02:59:59.987038,2023-09-02 09:00:00.064800
Si,2023-11-09 20:00:00.139681,2023-11-10 08:59:59.879041
Si,2023-12-15 11:00:00.148320,2023-12-16 14:00:00.092159
Si,2023-12-17 00:00:00.012961,2023-12-17 11:59:59.917916
Si,2024-01-02 16:53:16.802877,2024-01-05 04:43:26.604479
Si,2024-01-06 04:39:30.525123,2024-01-07 01:36:03.955679
Si,2024-01-29 03:09:01.015196,2024-01-29 23:05:44.387518
Si,2024-02-06 16:35:14.772477,2024-02-07 02:33:36.300960
Si,2024-02-09 10:24:25.554240,2024-02-11 03:17:42.357118
Si,2024-02-11 21:14:45.297600,2024-02-14 21:02:57.059517
Si,2024-02-16 14:56:03.920636,2024-02-17 16:51:48.273119
Si,2024-03-15 04:07:22.543679,2024-03-16 18:01:08.856476
Si,2024-03-22 22:36:43.302243,2024-03-24 18:29:30.595201
Si,2024-03-25 21:25:05.005918,2024-03-26 19:21:28.494723
