Event ID,Element,Energy Level,Flux Time Series,Target Label
312,N,3,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.]",0
40,N,2,"[ 0.86161162  0.78878541  0.72149289  0.90969262  0.72390789  0.86050648
  0.71734438  0.86050035  0.82447862  0.8551921   0.81838736  0.89238909
  0.90597855  0.90685388  0.82286467  0.71953344  0.90772413  0.82174988
  0.93003388  0.98847807  0.61273843  0.97736337  0.94525737  0.97190722
  1.          0.94295889  0.94580658  0.81262965  0.90368492  0.82290405
  0.98632748  0.94082922  0.84860489  0.77742046  0.85440271  0.84916777
  0.7704678   0.87843166  0.92153749  0.60505049 -1.          0.81677997
  0.7129582   0.80660688  0.77220053  0.71284175  0.60413191  0.81640215
  0.60406075  0.76827334  0.60362292  0.71600741  0.76996423 -1.
 -1.         -1.          0.60284594 -1.         -1.         -1.
 -1.          0.60252785  0.77602749 -1.         -1.         -1.
  0.60188964 -1.         -1.          0.61057345 -1.          0.61043385
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]",1
208,Si,4,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
25,Si,1,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
251,Si,1,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.46912125  0.47405993  0.66205689  0.62548496  0.48454161
  0.63885564 -1.          0.58678144  0.60373131  0.6119308   0.52253537
  0.52449982  0.50753408 -1.         -1.          0.74401795 -1.
  0.53198391 -1.          0.54589353 -1.          0.63287858  0.63859702
 -1.         -1.          0.53218897 -1.          0.53033348 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.63102188 -1.          0.47555351
  0.7939235   0.57538827  0.65449303  0.68835889  0.69996579  0.78283631
  0.84440794  0.95144669  0.94695083  0.87989853  0.96722595  1.
  0.94623756  0.98161974  0.93001436  0.9465817   0.90223652  0.88921386
  0.86707383  0.84655655  0.87549423  0.87048291  0.85592292  0.81782431
  0.79688429  0.76754522  0.79436494  0.7409049   0.7196781   0.77149526
  0.61364162 -1.          0.56366144  0.65424567  0.56237534  0.56079933
  0.47100825 -1.          0.46064419  0.56083404  0.46737014 -1.
  0.55542786  0.55866477  0.55009532  0.55755496  0.44698691  0.45620434
 -1.         -1.          0.55521086 -1.         -1.          0.46215409
 -1.         -1.          0.4607664  -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.45901069 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  0.44142211 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
262,C,1,"[ 0.84078581  0.88966247  0.90541045  0.93236964  0.9488951   0.96864828
  0.98328248  0.98582934  1.          0.98634026  0.95478236  0.97114906
  0.96210491  0.9861372   0.96385742  0.97285919  0.96504634  0.97808634
  0.95427072  0.95626967  0.95258956  0.92967168  0.92193378  0.92205284
  0.92061549  0.91787689  0.91339497  0.89349037  0.83669191  0.86068781
  0.85246398  0.84414181  0.8474588   0.82521638  0.81074082  0.78029199
  0.79034997  0.75145216  0.7456186   0.72777824  0.69834245  0.65092873
  0.68127175  0.65282089  0.64498584  0.63882786  0.61377676  0.63880407
  0.63825934  0.62009514  0.57112781  0.61135737  0.54885849  0.55641263
  0.61142854  0.59543345  0.60093902  0.6245206   0.57772727  0.5411919
  0.4936966   0.55528616  0.54075907  0.54023742  0.53909865  0.55696326
  0.59703137  0.56396828  0.62499805  0.57918637  0.58328112  0.51801757
  0.58926066  0.52024478  0.44166386  0.51736438  0.54677918  0.50720316
  0.53094914  0.51968051  0.50828956  0.41668303  0.47861834  0.51645899
  0.49230651  0.46016956  0.49216743  0.41763338  0.41267479  0.34260639
  0.41758929  0.41415556 -1.          0.38488622 -1.          0.26518611
 -1.         -1.          0.25829825 -1.         -1.          0.26460026
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.25820866
 -1.         -1.         -1.          0.26451681 -1.         -1.        ]",1
267,N,2,"[-1.         -1.         -1.         -1.          0.79235696  0.63504981
  0.73253443  0.83439944  0.63978957  0.73315564 -1.          0.84749321
  0.80805984  0.74598951  0.79458555  0.96604855  0.95363812  1.
  0.73625043  0.87150011  0.79646628  0.86833902  0.73403036  0.79437924
  0.728937    0.72702971  0.79249012  0.62565026  0.63383982  0.62636225
 -1.          0.78123979 -1.         -1.         -1.         -1.
  0.61742464 -1.         -1.         -1.         -1.          0.62550625
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
277,N,4,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
118,Si,4,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1.]",0
150,He,3,"[ 0.56474962  0.61983874  0.65748445  0.63506759  0.52154857  0.36485553
  0.52989521  0.5424793   0.57414228  0.52337385  0.41509685  0.24917652
  0.37134101  0.29995556  0.26043653  0.296214    0.21334949  0.33237289
  0.59576547  0.76324061  0.72936993  0.81124627  0.93026478  1.
  0.417946    0.42811056  0.38688562  0.40791456  0.22098432  0.25525294
  0.35244233  0.35873102  0.25871022  0.17534565 -0.20081724 -0.58300426
 -0.63843569 -0.4909935  -0.49402326 -0.39499014 -0.40739755 -0.22100503
 -0.28458851 -0.27917404 -0.35508697 -0.4349475  -0.44889748 -0.39283216
 -0.46059838 -0.51242498 -0.4403215  -0.53119191 -0.62124752 -0.62922678
 -0.65891408 -0.5708339  -0.62728621 -0.70929031 -0.71429484 -0.72017884
 -0.68609798 -0.76036555 -0.66669514 -0.84851115 -0.77458719 -0.81413297
 -0.90098772 -1.         -0.87579783 -0.84357303 -0.94554175 -0.8858278 ]",1
70,Fe,4,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]",0
38,N,1,"[ 0.93063358 -1.          0.93058518  0.93069809 -1.         -1.
  0.80980584 -1.         -1.         -1.          0.80815617 -1.
  0.93565451 -1.          0.81966756 -1.          0.8098291  -1.
 -1.         -1.         -1.          1.         -1.         -1.
  0.81968949 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.80975931  0.80975931
  0.8197803  -1.         -1.         -1.          0.81968949 -1.
  0.79829651  0.80987893 -1.         -1.         -1.         -1.        ]",0
204,He,4,"[ 0.80564123 -1.          0.79109587  0.86366364  0.81157467  0.9088424
  0.90484985  0.91907341  1.          0.90953555  0.69758104  0.89864413
  0.94780785  0.87501756  0.80044731  0.86764395  0.7047732   0.98523562
 -1.          0.89845001  0.93710969  0.89651431  0.86600074  0.69368867
  0.91280774 -1.          0.79625789  0.71037583  0.80770284  0.71037583
  0.86631282  0.72206052  0.81870499  0.90667675  0.6932403   0.81701703
  0.90336317  0.70325241  0.70016149  0.93379995  0.86320882  0.80465195
  0.79468813  0.80104365  0.85399889  0.69951323 -1.          0.70206922]",0
37,Fe,4,"[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  1.]",0
3,C,4,"[ 0.89163187  0.92940965  0.94938448  0.95697756  0.97151115  0.98049448
  1.          0.97515606  0.98779304  0.98791339  0.9761647   0.97016233
  0.98195716  0.96665794  0.95470435  0.94033714  0.93535043  0.9387706
  0.93435644  0.92178408  0.92643585  0.89304811  0.90846816  0.89396555
  0.8937012   0.86952663  0.84469854  0.84916384  0.82450412  0.80269377
  0.77004746  0.7983901   0.76300048  0.74663026  0.72954993  0.74908945
  0.71802242  0.7259613   0.69971098  0.71645724  0.7126817   0.69695592
  0.70115759  0.63238775  0.61091546  0.62391966  0.61442206  0.57694712
  0.62039895  0.62552798  0.60778325  0.5853359   0.53209403  0.60139872
  0.55719974  0.5574707   0.5498087   0.55360651  0.57311766  0.60070352
  0.55364266  0.56980131  0.51467614  0.45125353  0.5099474   0.45370759
  0.45380107  0.44554753  0.47931062  0.443523    0.39825578  0.38971978
  0.43826684  0.41199554  0.46235896  0.43802598  0.41003825  0.42649863
  0.39730048  0.387484    0.3697163   0.35676279  0.36845     0.33696421
  0.40432613  0.31685647  0.33829703  0.2554816   0.35373653  0.31553186
  0.32566077  0.35238368  0.34975263  0.29090782  0.28652658  0.33739119
  0.36682821  0.28756846  0.38127442  0.31574084  0.21344602  0.34967864
  0.31111415  0.13251327  0.35264449  0.26038499  0.30529612  0.33222224
  0.35123887  0.25670159  0.25191375 -1.          0.28486346  0.28461797
  0.20617663  0.20880342 -1.          0.20832338  0.25381349  0.13377465
  0.2073303  -1.         -1.         -1.          0.13308548 -1.
 -1.          0.2090791  -1.         -1.         -1.         -1.
 -1.          0.13164122  0.1315842   0.20893324 -1.          0.13187308
  0.11746917 -1.         -1.          0.20178662 -1.          0.13126188
 -1.         -1.         -1.         -1.         -1.          0.13061851
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.13017789 -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.13009121 -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.          0.1234984
 -1.         -1.         -1.         -1.         -1.         -1.
  0.11575772 -1.         -1.         -1.         -1.          0.12334052
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.          0.1234984  -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.          0.1299135  -1.         -1.
 -1.         -1.         -1.         -1.          0.12343265 -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.          0.12343265 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.          0.1233098  -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",1
119,N,1,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
  1.          0.99975027 -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.        ]",0
144,He,1,"[-0.54359265 -0.36201935 -0.32501933 -0.18299004  0.06015514  0.42456025
  0.58803232  0.65743475  0.74364798  0.67355277  0.79060957  0.8165909
  0.84267575  0.83417396  0.84183009  0.85539606  0.89248436  0.8885958
  0.90233187  0.99210529  0.94933668  1.          0.98675283  0.89084261
  0.94252053  0.91319577  0.90479486  0.90553601  0.90240153  0.94476316
  0.91811152  0.96794888  0.94573633  0.91146551  0.87185724  0.83227329
  0.86103133  0.83384598  0.80329304  0.84509274  0.84029344  0.81044411
  0.81248506  0.76823739  0.75775531  0.783288    0.75572136  0.73574884
  0.69909003  0.67995849  0.70569672  0.69101933  0.77686998  0.75276495
  0.76424156  0.76559128  0.59676426  0.43980475  0.34496485  0.31992946
  0.26723086  0.22064253  0.16196389  0.12465651  0.13435303  0.10412282
  0.1255506   0.07925419  0.02046529 -0.05350704 -0.10850652 -0.08539078
 -0.09733546 -0.03434046 -0.0857459  -0.07050278 -0.05970297 -0.17783872
 -0.15928132 -0.12804944 -0.16150157 -0.24602988 -0.1878684  -0.22991739
 -0.23803911 -0.24335319 -0.21338945 -0.29255374 -0.18357862 -0.19216307
 -0.22090946 -0.22154355 -0.24802179 -0.20446156 -0.21925366 -0.24970071
 -0.24445225 -0.19922697 -0.19663823 -0.23985848 -0.21407877 -0.28559907
 -0.23773972 -0.32764734 -0.24007437 -0.20962404 -0.29714167 -0.33676156
 -0.38659895 -0.47667096 -0.43939427 -0.5531919  -0.47942529 -0.47553067
 -0.40525864 -0.45550961 -0.46876596 -0.54736547 -0.51334991 -0.51128873
 -0.5269809  -0.54028145 -0.62504313 -0.61972107 -0.61045932 -0.6306011
 -0.74526317 -0.63024043 -0.68480624 -0.56943204 -0.5998276  -0.79150211
 -0.61516524 -0.78803116 -0.67973362 -0.53250709 -0.61904343 -0.77293616
 -0.61411069 -0.83158074 -0.7116276  -0.66637711 -0.7342893  -0.7166526
 -0.79625414 -0.72156118 -0.68893064 -0.75521557 -0.66817615 -0.73306363
 -0.65512223 -0.61809176 -0.69159532 -0.7519423  -0.63803994 -0.78492762
 -0.72403767 -0.79517498 -0.74723238 -0.74588848 -0.78912878 -1.
 -0.8322715  -0.89665946 -0.75929599 -0.89198161 -0.85242078 -0.90335259]",1
