Event ID,Element,Duration,Max Flux,Initial Decay Rate,Average Decay Rate,Time to Peak,Peak Prominence,Number of Peaks,Skewness,Kurtosis,Std Flux,Median Flux,Normalized Time to Peak,Decay Rate 25%,Decay Rate 50%,Decay Rate 75%,Avg Decay Percentages,Target Label
267,2,48,1.618,-0.019277415000000003,-0.00015968875,16,1.6175458,9,1.5781078789430678,2.2455219856750412,0.3848664186296882,0.15293,0.3333333333333333,-0.08149816333333333,-0.019277415000000003,-0.0005141377777777779,-0.03376323870370371,1
83,2,263,0.33159,-0.006942916666666667,0.0003992465893536122,23,0.33159,73,1.9342423098304853,4.2672640859421325,0.05532402610055998,0.009649,0.08745247148288973,0.00046647908745247154,0.0007913232699619773,0.00051893536121673,0.000592245906210393,1
67,4,96,2.55e-06,1.003875e-07,2.5096875e-08,17,2.55e-06,9,2.596215566481047,4.750584508462176,7.521490108182196e-07,0.0,0.17708333333333334,1.003875e-07,1.9375000000000132e-10,3.34625e-08,4.468125e-08,0
67,2,96,0.00039991,2.687041666666667e-06,-8.205208333333334e-07,67,0.00039991,34,1.0834110184346317,1.2798749624255166,7.993182799401731e-05,0.00011125,0.6979166666666666,2.687041666666667e-06,-5.110416666666663e-07,-2.0034722222222223e-06,5.750925925925953e-08,0
107,2,72,0.00054291,-1.3837500000000007e-06,7.36625e-07,28,0.000497381,26,0.8293927586077433,0.681646275186718,0.00010878666580394846,0.000211045,0.3888888888888889,-1.8866666666666667e-05,-1.5797222222222227e-06,-1.7424074074074077e-06,-7.396265432098766e-06,0
309,1,145,1.7028e-05,0.0,0.0,42,1.7028e-05,16,2.8892944954671607,9.317972450165817,3.075705654855076e-06,0.0,0.2896551724137931,0.0,-7.83351724137931e-08,0.0,-2.6111724137931034e-08,1
303,0,361,0.023559,-0.0003498925416666667,1.7362603878116343e-07,30,0.023559,61,4.778772041669648,24.71668599051163,0.003279146793348819,0.0,0.08310249307479224,6.945041551246537e-07,3.4725207756232686e-07,2.3150138504155125e-07,4.244192059095106e-07,1
81,3,72,5.2014e-05,-1.3790416666666666e-06,0.0,14,5.2014e-05,18,1.0571631765770768,0.11911131557917631,1.382628652756622e-05,6.8382e-06,0.19444444444444445,-2.0614444444444443e-06,-3.9244444444444445e-07,-7.592592592592592e-08,-8.432716049382716e-07,1
144,5,168,1.2149e-05,-3.230375e-07,0.0,11,1.2149e-05,12,4.148902258981371,18.849895916245224,1.7605937712200156e-06,0.0,0.06547619047619048,0.0,0.0,0.0,0.0,1
68,5,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,5,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
265,4,360,0.00047608,-1.4822458333333336e-05,1.240861111111111e-07,23,0.00047608,44,2.8934246020542562,8.152254663682452,9.100547595870002e-05,0.0,0.06388888888888888,4.963444444444444e-07,2.481722222222222e-07,1.6544814814814815e-07,3.033216049382716e-07,1
30,0,192,0.00024938,4.2958333333333333e-07,5.3697916666666666e-08,14,0.00024938,22,9.588445994722662,105.9902200412152,2.049678664289094e-05,0.0,0.07291666666666667,2.1479166666666667e-07,1.0739583333333333e-07,5.195416666666666e-08,1.2471388888888887e-07,1
55,3,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,1,96,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,5,96,1.8557e-06,0.0,0.0,20,1.8557e-06,2,6.7097899905936105,43.021283499478876,2.649924790415149e-07,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0
56,4,143,4.86e-06,0.0,0.0,40,4.86e-06,7,4.189555954813937,15.578989347589651,9.865221738715857e-07,0.0,0.27972027972027974,0.0,0.0,0.0,0.0,0
251,3,192,0.00083619,-1.8661666666666668e-05,0.0,59,0.00083619,39,2.905875055337885,10.49282509168191,0.00012962808763345847,8.43215e-06,0.3072916666666667,-8.796041666666667e-07,0.0,0.0,-2.932013888888889e-07,1
311,1,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
119,0,72,7.5071e-06,0.0,0.0,59,7.5071e-06,1,8.307471607356975,67.01408450704228,8.785548466973921e-07,0.0,0.8194444444444444,0.0,0.0,0.0,0.0,0
218,2,72,0.01957,-0.00038370416666666664,-1.2163888888888893e-05,11,0.0171747,18,0.2930770511406609,-1.3355689371998356,0.004874009408175948,0.00805285,0.1527777777777778,-0.0005539944444444444,-3.223333333333333e-05,-0.0002095166666666667,-0.00026524814814814815,0
151,4,168,0.052902,0.00042116666666666664,0.00020115197023809524,10,0.052902,45,1.8833116960347183,2.0545250463521283,0.014773029124722779,0.0009444200000000001,0.05952380952380952,0.0006378595238095237,0.0003914333333333333,0.00026797421428571426,0.000432422357142857,1
12,2,360,0.75162,-0.009520833333333333,0.0006341388888888888,11,0.75162,118,2.366129234183029,4.565728318060832,0.17366718223070302,0.00229005,0.030555555555555555,0.0018958777777777778,0.0012535644444444443,0.0008436146666666667,0.0013310189629629628,1
262,4,120,0.0099106,-7.95625e-05,2.1687024166666668e-05,8,0.0099106,32,1.5782440139827516,1.1117677558664667,0.002795921680519131,0.00017176000000000002,0.06666666666666667,2.1273333333333342e-05,4.030466666666667e-05,2.883356666666667e-05,3.0137188888888895e-05,1
259,3,143,0.00039134,-2.9449583333333334e-06,0.0,8,0.00039134,21,3.235462440684327,11.605549707562242,6.648744191953405e-05,0.0,0.055944055944055944,-1.0593286713286713e-06,0.0,0.0,-3.531095571095571e-07,1
107,2,72,7.474e-05,2.160416666666667e-06,7.201388888888889e-07,23,7.474e-05,25,0.8955448436142136,-0.2024721006275616,2.004035562440121e-05,0.0,0.3194444444444444,-4.547777777777777e-07,1.4402777777777778e-06,9.601851851851852e-07,6.485617283950618e-07,0
144,3,168,1.9993e-05,-2.0266666666666673e-08,2.073988095238095e-08,21,1.9993e-05,23,4.044413136263231,20.632510397884392,2.881533067384392e-06,0.0,0.125,8.29595238095238e-08,4.14797619047619e-08,2.7653174603174602e-08,5.069748677248677e-08,1
251,1,192,3.6783e-05,0.0,0.0,55,3.6783e-05,12,3.96106761804645,16.938774083358037,5.595786433702907e-06,0.0,0.2864583333333333,-1.1735208333333333e-07,0.0,0.0,-3.9117361111111107e-08,1
55,0,72,5.8693e-06,0.0,0.0,37,5.8693e-06,1,5.747239135523454,31.031529235003738,9.60222620728144e-07,0.0,0.5138888888888888,0.0,0.0,0.0,0.0,0
42,3,48,5.7014e-06,0.0,0.0,9,5.7014e-06,1,6.7097896089031455,43.021276595744645,8.143089403901358e-07,0.0,0.1875,0.0,0.0,0.0,0.0,0
106,2,48,0.0005481,1.7733333333333345e-06,3.243125e-06,8,0.000496729,19,0.4443652740203508,-0.4430182910114646,0.00011268890386661732,0.00023806,0.16666666666666666,-1.6401666666666666e-05,1.7733333333333345e-06,2.1144444444444453e-06,-4.171296296296296e-06,0
299,3,217,0.00065287,-2.6232374999999998e-05,1.0734101382488478e-07,24,0.00065287,47,2.7082208916901886,7.883100408096235,0.00011005441350185956,7.25e-06,0.11059907834101383,-1.8097142857142858e-06,2.1468202764976957e-07,1.4312135176651305e-07,-4.839703020993344e-07,1
70,4,72,5.2879e-06,0.0,0.0,27,5.2879e-06,2,5.747049121071956,31.02857436640536,8.688667096920184e-07,0.0,0.375,0.0,0.0,0.0,0.0,0
277,2,48,0.0018719,-2.686458333333334e-05,2.8570833333333334e-06,11,0.0017028899999999999,12,1.0615880605949646,0.08029731984649136,0.00045927217470503255,0.0004885250000000001,0.22916666666666666,-0.0001157625,-2.686458333333334e-05,-1.8075000000000007e-06,-4.814486111111111e-05,0
69,0,96,6.24e-06,0.0,0.0,55,6.24e-06,2,6.719547981360784,43.19773778009898,8.655218163625972e-07,0.0,0.5729166666666666,0.0,0.0,-8.15875e-08,-2.7195833333333333e-08,0
70,5,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72,2,48,0.00018447,-1.6032499999999996e-06,-1.1188958333333331e-06,37,0.00018447,16,1.2213070108388355,1.8767083494949155,4.015709654176869e-05,4.01715e-05,0.7708333333333334,2.422500000000001e-07,-1.6032499999999996e-06,-1.1073333333333332e-06,-8.227777777777776e-07,0
309,5,145,1.4243e-05,0.0,0.0,15,1.4243e-05,16,2.925434479841047,8.319730962371773,2.942050285749096e-06,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,1
3,5,288,0.0010959,3.1241625e-05,2.811875e-06,3,0.0010959,36,3.8588193409405513,14.243950555220394,0.0001875499785459336,0.0,0.010416666666666666,1.1140009722222224e-05,5.62375e-06,3.749166666666667e-06,6.83764212962963e-06,1
118,0,96,3.5621e-06,0.0,-3.4645833333333333e-08,61,3.5621e-06,4,4.036656863202587,14.308528104755865,7.80903602299275e-07,0.0,0.6354166666666666,0.0,0.0,0.0,0.0,0
68,2,72,0.00091629,-2.6258333333333333e-06,5.45138888888889e-07,35,0.000895383,26,0.8862886839188947,1.2565909860331788,0.00017843580297894406,0.000282425,0.4861111111111111,3.4444444444444453e-06,-8.260833333333334e-06,1.5657407407407412e-06,-1.0835493827160491e-06,0
3,3,288,0.0054193,-5.561666666666665e-05,5.155555555555556e-06,9,0.0054193,42,2.8408226840987796,6.902308927625958,0.0010689709233855944,0.0,0.03125,1.9698069444444444e-05,1.0311111111111113e-05,6.8740740740740745e-06,1.2294418209876543e-05,1
58,1,72,2.374e-06,0.0,0.0,14,2.374e-06,1,8.307471607356973,67.0140845070422,2.7782888279889836e-07,0.0,0.19444444444444445,0.0,0.0,0.0,0.0,0
259,3,143,6.4414e-05,-5.837083333333333e-07,0.0,4,6.4414e-05,17,4.648462095976372,25.735837843827426,8.296152443543796e-06,0.0,0.027972027972027972,0.0,0.0,0.0,0.0,1
265,5,360,1.0231e-05,-1.4473333333333335e-07,0.0,7,1.0231e-05,19,5.322495506758666,31.602812564980802,1.3266512287742898e-06,0.0,0.019444444444444445,0.0,0.0,0.0,0.0,1
40,3,145,0.00015616,4.7874999999999944e-08,5.857655172413793e-07,20,0.00015616,30,1.3554242133803995,0.7859064711037749,3.607834754973016e-05,5.025e-06,0.13793103448275862,8.855724137931034e-07,1.1715310344827586e-06,7.810206896551725e-07,9.460413793103449e-07,1
69,3,96,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
117,4,49,3.21e-06,0.0,0.0,41,3.21e-06,4,3.0611104668745655,7.382902686201557,8.534523764445259e-07,0.0,0.8367346938775511,0.0,0.0,0.0,0.0,0
208,4,72,1.4226e-05,0.0,0.0,12,1.4226e-05,4,4.791936539294645,23.86200134671438,2.1453301223125948e-06,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0
37,5,73,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,0,360,0.00027509,-1.8544583333333332e-06,1.8214722222222222e-07,9,0.00027509,57,3.012671663548614,8.871857898388514,4.453865487961302e-05,0.0,0.025,6.93898888888889e-07,3.6429444444444445e-07,2.42862962962963e-07,4.3368543209876543e-07,1
312,2,96,0.0019692,-5.278333333333329e-06,8.504270833333333e-06,35,0.001882264,28,0.16895377691631264,-0.8929605199335238,0.0005007446851212642,0.0008939250000000001,0.3645833333333333,-5.278333333333329e-06,7.685416666666674e-07,6.29125e-06,5.938194444444461e-07,0
40,5,145,1.1998e-05,0.0,0.0,23,1.1998e-05,10,5.161004288547467,33.23858828570501,1.3983071136988078e-06,0.0,0.15862068965517243,0.0,0.0,0.0,0.0,1
193,0,96,1.7086e-05,0.0,0.0,26,1.7086e-05,4,4.867312466171255,24.823793951612608,2.426195256085123e-06,0.0,0.2708333333333333,0.0,0.0,0.0,0.0,0
262,3,120,0.00068766,-7.148375e-06,7.06075e-07,9,0.00068766,30,1.8111126785623473,2.268926027697062,0.0001708468284173865,7.48215e-06,0.075,-8.687000000000003e-07,1.2876266666666665e-06,9.414333333333333e-07,4.5345333333333313e-07,1
81,3,72,3.4259e-05,0.0,0.0,17,3.4259e-05,14,2.929070093176826,11.972926625532416,5.546832922700952e-06,0.0,0.2361111111111111,-3.1655e-07,0.0,0.0,-1.0551666666666668e-07,1
37,3,73,4.5964e-06,0.0,0.0,16,4.5964e-06,1,8.367430244040806,68.01388888888884,5.342705110760297e-07,0.0,0.2191780821917808,0.0,0.0,0.0,0.0,0
12,5,360,0.00026992,-5.228208333333333e-06,1.851472222222222e-07,8,0.00026992,61,2.6948381381416544,6.454195882711938,5.442669007911978e-05,0.0,0.022222222222222223,6.266444444444445e-07,3.702944444444444e-07,2.46862962962963e-07,4.146006172839506e-07,1
208,2,72,0.00011487,-2.0303749999999996e-06,-4.355555555555556e-08,6,0.00011487,25,0.7403183151271718,0.6594376422759485,2.3630233296291274e-05,2.89255e-05,0.08333333333333333,-6.6e-07,-4.2499999999999995e-07,-1.6796296296296296e-08,-3.672654320987654e-07,0
30,2,192,8.3312,0.009157291666666666,0.0014439310416666665,14,8.331150014,57,7.448985208921512,60.580345705443555,0.8735386348736088,0.004969100000000001,0.07291666666666667,0.0052984375,0.0028236416666666667,0.0019222190277777779,0.0033480993981481483,1
72,0,48,5.0043e-06,0.0,0.0,33,5.0043e-06,2,4.594314985795008,19.13100733173028,9.713992684323667e-07,0.0,0.6875,0.0,0.0,0.0,0.0,0
284,1,72,4.6414e-06,0.0,0.0,43,4.6414e-06,1,8.307471607356973,67.01408450704226,5.431823827391772e-07,0.0,0.5972222222222222,0.0,0.0,0.0,0.0,0
42,5,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69,2,96,0.00041921,1.0791666666666725e-07,7.266250000000001e-07,27,0.00041921,31,0.7117229138408652,0.07884037530881471,8.936009490984707e-05,0.000138205,0.28125,1.0791666666666725e-07,1.852791666666667e-06,1.0059305555555555e-06,9.8887962962963e-07,0
70,0,72,5.01e-06,-2.0875e-07,0.0,24,5.01e-06,2,5.755458566080608,31.159318145241784,7.997461657438026e-07,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0
312,2,96,0.00015708,-1.89e-06,4.133958333333333e-07,4,0.00015708,33,0.7818109534580786,0.49588606198772744,3.3927843840313064e-05,3.71e-05,0.041666666666666664,-1.89e-06,3.897291666666666e-07,3.986111111111108e-08,-4.868032407407407e-07,0
119,2,72,5.3971e-05,4.5920833333333333e-07,1.5306944444444444e-07,16,5.3971e-05,26,1.0994687864528332,0.7166955286805026,1.35532655976106e-05,1.24615e-05,0.2222222222222222,-1.6750000000000004e-07,3.0613888888888887e-07,-5.583333333333335e-08,2.7601851851851827e-08,0
204,2,48,0.00026493,-1.0785416666666665e-06,-1.0465625e-06,10,0.00026493,15,0.38029676095940473,-0.014873132985975701,6.422224992380788e-05,0.000120415,0.20833333333333334,-2.003533333333333e-05,-1.0785416666666665e-06,-2.243722222222222e-06,-7.78586574074074e-06,0
55,2,72,0.0016057,2.1100000000000006e-06,4.202361111111111e-06,29,0.00132211,25,0.15453591430250666,-0.8807105355687073,0.0003526127227093388,0.00091571,0.4027777777777778,-1.794111111111111e-05,-7.417777777777777e-06,5.121851851851852e-06,-6.7456790123456785e-06,0
