Event ID,Element,Duration,Max Flux,Initial Decay Rate,Average Decay Rate,Time to Peak,Peak Prominence,Number of Peaks,Skewness,Kurtosis,Std Flux,Median Flux,Normalized Time to Peak,Decay Rate 25%,Decay Rate 50%,Decay Rate 75%,Avg Decay Percentages,Target Label
262,2,120,1.3532,-0.01913291666666667,0.0021417563333333335,8,1.35296629,36,1.4003513075703995,0.5549511929515649,0.3388066781782186,0.0384985,0.06666666666666667,-0.0038296666666666683,0.003541333333333333,0.002757834444444444,0.0008231670370370363,1
151,4,168,0.021996,0.00030103333333333335,9.121874166666666e-05,4,0.021996,47,2.1217991080069276,3.1522453909448966,0.005670396856643741,0.000211425,0.023809523809523808,0.0003161833333333333,0.00018020857142857143,0.0001215354126984127,0.0002059757724867725,1
264,2,72,0.099577,-0.0040875375,-0.00028705416666666665,24,0.09915813,21,1.3302582073722837,1.5990012862696714,0.022226934248548717,0.022565,0.3333333333333333,-0.0011722722222222222,-0.0010733861111111112,-0.0003160907407407407,-0.0008539163580246913,1
72,1,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
217,2,144,0.50731,-0.006248347083333334,1.739027777777778e-06,13,0.50731,44,3.462508793730406,11.847944325668955,0.09187233317585242,0.000956975,0.09027777777777778,-0.0004653147222222223,-3.296708333333333e-05,9.929629629629627e-07,-0.0001657629475308642,1
204,1,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,0,72,4.6671e-06,0.0,0.0,34,4.6671e-06,1,8.307471607356971,67.01408450704226,5.461900500887692e-07,0.0,0.4722222222222222,0.0,0.0,0.0,0.0,0
106,5,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58,1,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
107,4,72,3.2193e-06,0.0,0.0,4,3.2193e-06,10,1.9338426195921257,1.7466722250365132,1.109273762795108e-06,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0
69,1,96,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18,3,192,0.0011365,-1.0029166666666667e-05,7.713020833333334e-07,20,0.0011365,24,3.4424373614219275,16.21307366166964,0.00014660906754291402,0.0,0.10416666666666667,3.0852083333333335e-06,1.5426041666666667e-06,1.0284027777777778e-06,1.8854050925925928e-06,1
56,2,143,0.00056517,1.9366666666666666e-06,1.6692307692307694e-06,11,0.00056517,49,0.409680021171075,-0.4274031586138678,0.0001290380454998776,0.00022946,0.07692307692307693,1.1893706293706308e-06,8.475524475524477e-07,2.0487645687645688e-06,1.3618958818958824e-06,0
265,3,360,0.00012568,-1.848208333333333e-06,5.2499999999999994e-08,18,0.00012568,26,3.9304323087184807,17.6309648571816,1.7293500208619468e-05,0.0,0.05,2.0999999999999997e-07,1.0499999999999999e-07,6.999999999999999e-08,1.283333333333333e-07,1
30,1,192,1.827e-05,5.419166666666667e-07,6.773958333333333e-08,7,1.827e-05,13,4.407097904129158,20.95439403042339,2.7421592579265428e-06,0.0,0.036458333333333336,2.709583333333333e-07,1.1151354166666667e-07,9.031944444444445e-08,1.5759710648148147e-07,1
12,4,360,0.0040358,-7.097083333333332e-05,3.5338888888888887e-06,10,0.0040358,87,2.4603021589881084,4.874426230643736,0.0009655601591639632,9.306099999999999e-06,0.027777777777777776,1.2562111111111112e-05,7.0677777777777775e-06,4.711851851851852e-06,8.113913580246914e-06,1
193,0,96,7.4143e-06,0.0,0.0,34,7.4143e-06,4,4.59340594924724,19.11877130514494,1.4556740776364516e-06,0.0,0.3541666666666667,0.0,0.0,0.0,0.0,0
217,0,144,0.00016574,-1.6305416666666666e-06,0.0,12,0.00016574,13,4.1632680411738905,17.226981844150387,2.7139200871027604e-05,0.0,0.08333333333333333,0.0,-5.7540277777777777e-08,0.0,-1.918009259259259e-08,1
70,5,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
313,3,96,0.00052864,-7.57875e-06,0.0,21,0.00052864,19,3.4660675105450136,11.996685590744647,9.3617883186862e-05,0.0,0.21875,-7.57875e-06,0.0,0.0,-2.52625e-06,1
217,3,144,4.0229e-05,0.0,0.0,12,4.0229e-05,9,5.276091191845781,30.670484435512748,5.180942435824915e-06,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,1
12,0,360,0.0014036,-2.6241666666666666e-05,1.1019444444444444e-06,8,0.0014036,77,2.5727633071197338,5.615063885424304,0.0003038140443634857,4.62635e-06,0.022222222222222223,4.012077777777778e-06,2.1779366666666668e-06,1.4692592592592592e-06,2.5530912345679016e-06,1
37,5,73,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69,1,96,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,3,288,0.0085171,-0.00022585416666666666,6.987847222222222e-06,10,0.0085171,54,2.6021018101267748,5.393440722921627,0.002106989390334964,4.58465e-06,0.034722222222222224,2.5549305555555554e-05,1.3942222222222221e-05,9.296356018518518e-06,1.6262627932098765e-05,1
251,0,192,0.0010799,-1.3079583333333333e-05,0.0,59,0.0010799,33,2.733868865014512,8.382672415662919,0.00017499875746875926,7.91785e-06,0.3072916666666667,-2.4752083333333334e-06,-1.6577083333333334e-07,0.0,-8.803263888888889e-07,1
70,4,72,2.4064e-06,0.0,0.0,49,2.4064e-06,2,4.587321452759235,19.04353259613762,4.804825097803886e-07,0.0,0.6805555555555556,0.0,0.0,0.0,0.0,0
5,4,96,4.1993e-06,0.0,0.0,42,4.1993e-06,3,5.3881623143336235,27.03230558504746,7.30276231323034e-07,0.0,0.4375,0.0,0.0,0.0,0.0,0
313,4,96,0.0029516,-7.895416666666666e-05,0.0,21,0.0029516,21,2.9145169037603016,7.614828335396945,0.0006221841649017807,1.3354000000000001e-05,0.21875,-7.895416666666666e-05,-8.807708333333334e-07,0.0,-2.6611645833333335e-05,1
313,0,96,0.0028073,-6.864166666666666e-05,0.0,23,0.0028073,23,3.095290161025274,9.766788192093582,0.0005428503590570394,1.36215e-05,0.23958333333333334,-6.864166666666666e-05,-2.094375e-06,-1.606111111111111e-07,-2.3632217592592592e-05,1
82,5,96,0.00095618,-3.923333333333333e-07,1.5821875000000004e-07,17,0.00095618,30,3.1676819418519977,11.677377194216035,0.00015636107685471285,1.6672e-05,0.17708333333333334,-3.923333333333333e-07,4.781041666666667e-07,3.512777777777778e-07,1.456828703703704e-07,1
303,0,361,0.0017562,-3.85175e-05,0.0,28,0.0017562,51,3.8719129897106477,14.616339796500132,0.0002879061420632975,0.0,0.07756232686980609,-2.9809418282548477e-07,0.0,0.0,-9.936472760849492e-08,1
119,5,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,4,48,4.9547e-06,0.0,0.0,18,4.9547e-06,1,6.709789608903149,43.021276595744695,7.076606635126469e-07,0.0,0.375,0.0,0.0,0.0,0.0,0
82,4,96,0.012225,1.9848750000000002e-05,6.141875e-06,17,0.012216607899999999,22,3.927335582740463,20.06830511478839,0.0017080585236691154,0.000107055,0.17708333333333334,1.9848750000000002e-05,1.1170625e-05,8.592833333333334e-06,1.3204069444444443e-05,1
12,0,360,0.0030872,-7.679916666666668e-05,2.147e-06,12,0.0030872,79,2.382381106078685,4.49406521398284,0.0007313742985577189,5.88675e-06,0.03333333333333333,7.131444444444443e-06,4.294e-06,2.8626666666666667e-06,4.762703703703704e-06,1
38,0,48,5.8421e-06,1.1800416666666666e-07,5.900208333333333e-08,20,5.8421e-06,9,1.5648100180150408,1.3256167270797867,1.696880032250314e-06,0.0,0.4166666666666667,2.3600833333333332e-07,1.1800416666666666e-07,7.866944444444444e-08,1.4422731481481482e-07,0
72,2,48,4.3329e-05,-5.931666666666667e-07,0.0,45,4.3329e-05,15,0.34901389408818245,-1.1156905091323257,1.3897583242249726e-05,1.66785e-05,0.9375,-2.5886666666666665e-06,-5.931666666666667e-07,0.0,-1.060611111111111e-06,0
313,3,96,0.0010678,-2.2369166666666666e-05,0.0,21,0.0010678,14,3.45893167338423,12.923190714267685,0.0001725434694782931,0.0,0.21875,-2.2369166666666666e-05,0.0,0.0,-7.456388888888889e-06,1
72,1,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
264,4,72,4.0569e-05,0.0,-5.634583333333333e-07,71,3.8616e-05,21,1.0074037614827,0.576219323269155,1.014528024130997e-05,8.4018e-06,0.9861111111111112,-1.186388888888889e-06,-3.4677777777777776e-07,-1.410611111111111e-07,-5.580759259259259e-07,1
312,4,96,9.05e-06,0.0,0.0,6,9.05e-06,1,9.644196509600457,91.01052631578959,9.188384252137615e-07,0.0,0.0625,0.0,0.0,0.0,0.0,0
69,4,96,5.2864e-06,0.0,0.0,42,5.2864e-06,1,9.644196509600448,91.01052631578948,5.36723475254147e-07,0.0,0.4375,0.0,0.0,0.0,0.0,0
217,5,144,0.00011306,-4.0711249999999996e-07,0.0,11,0.00011306,15,6.1219400899719965,44.99773487864697,1.2319955035862636e-05,0.0,0.0763888888888889,-1.218861111111111e-07,0.0,0.0,-4.06287037037037e-08,1
55,4,72,9.7e-06,-1.9050416666666667e-07,0.0,16,9.7e-06,12,1.617289772085015,1.7308211203764747,2.1886527282461198e-06,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0
42,0,48,2.8321e-06,0.0,0.0,23,2.8321e-06,1,6.709789608903149,43.02127659574468,4.044979040374124e-07,0.0,0.4791666666666667,0.0,0.0,0.0,0.0,0
143,1,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,3,73,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
284,4,72,4.2686e-06,0.0,0.0,9,4.2686e-06,3,4.609995486720186,19.328492308311368,7.983721664567467e-07,0.0,0.125,0.0,0.0,0.0,0.0,0
284,2,72,0.00033824,1.2915416666666668e-06,1.0226805555555556e-06,52,0.00033824,22,0.8161458633455693,0.6202821366962383,6.92909456662103e-05,0.00010385,0.7222222222222222,5.98e-06,1.1861111111111143e-07,-1.1127777777777775e-06,1.6619444444444447e-06,0
313,4,96,0.0055478,-0.00015247083333333334,-1.0721875e-07,21,0.0055478,25,2.9299196177340074,8.10722159355138,0.0011316254957728271,3.02325e-05,0.21875,-0.00015247083333333334,-1.8138958333333332e-06,0.0,-5.142824305555556e-05,1
3,0,288,0.013226,-9.739583333333334e-05,1.4260763888888888e-05,8,0.013226,41,2.9161893559154937,7.362668480619769,0.002850528482717569,0.0,0.027777777777777776,5.580376388888889e-05,2.8484593055555555e-05,1.901435185185185e-05,3.44342362654321e-05,1
312,5,96,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,3,72,1.7144e-05,0.0,0.0,14,1.7144e-05,13,3.9504578643272232,20.96238232208524,2.4947590137146346e-06,0.0,0.19444444444444445,-1.6261666666666666e-07,0.0,0.0,-5.420555555555555e-08,1
3,2,288,4.7583,-0.07223291666666667,0.0022555882986111113,26,4.758286536,90,2.7957475272266934,7.647376023499431,0.7796271466102734,0.0024036,0.09027777777777778,0.007813166666666668,0.004499320138888889,0.003006977453703704,0.0051064880864197535,1
68,4,72,4.2479e-06,0.0,0.0,69,4.2479e-06,7,2.4791899660560994,4.1553341993534785,1.3055465200485206e-06,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0
267,4,48,5.9786e-05,-5.342916666666667e-07,0.0,16,5.9786e-05,11,2.247829493235684,5.492632216511087,1.265669510652541e-05,4.108900000000001e-06,0.3333333333333333,0.0,-5.342916666666667e-07,0.0,-1.780972222222222e-07,1
37,0,73,5.97e-06,0.0,0.0,5,5.97e-06,2,5.7903562807398306,31.528245904231127,9.73829301937108e-07,0.0,0.0684931506849315,0.0,0.0,0.0,0.0,0
56,3,143,5.3664e-06,0.0,0.0,101,5.3664e-06,1,11.832457151983316,138.00704225352115,4.4718906534629096e-07,0.0,0.7062937062937062,0.0,0.0,0.0,0.0,0
259,2,143,5.4103,-0.10846016666666665,2.1596503496503494e-05,8,5.4083373,39,1.8496498431329358,3.602952154379876,1.0659530274820634,0.11269,0.055944055944055944,-0.038163468531468535,-0.001657258741258741,2.0700233100233097e-05,-0.013266675679875682,1
309,2,145,1.8024,-0.06130945833333334,4.157241379310345e-05,23,1.7949383,41,1.718122188296953,2.2687716200707255,0.3965649931040089,0.18129,0.15862068965517243,-0.019444606896551725,-0.0038832689655172413,2.0588505747126432e-05,-0.007769095785440613,1
236,3,71,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
284,5,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
119,5,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58,1,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
277,3,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82,2,96,3.6773,0.00957625,0.0035454062500000004,16,3.6736739,28,2.438906559811615,7.110783986370844,0.6284744529352863,0.050657,0.16666666666666666,0.00957625,0.0063382916666666666,0.004813597222222223,0.00690937962962963,1
143,1,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,1,360,0.00018341,-1.724375e-06,1.2090555555555555e-07,7,0.00018341,61,2.78884673509614,7.870144720594398,2.814062045794642e-05,0.0,0.019444444444444445,4.559155555555556e-07,2.418111111111111e-07,1.6120740740740743e-07,2.8631135802469136e-07,1
42,5,48,1.7557e-06,0.0,0.0,29,1.7557e-06,1,6.70978960890315,43.02127659574469,2.5075984962341904e-07,0.0,0.6041666666666666,0.0,0.0,0.0,0.0,0
284,4,72,8.05e-06,0.0,0.0,46,8.05e-06,5,3.392536028720659,9.523298441221746,1.942416459949095e-06,0.0,0.6388888888888888,0.0,0.0,0.0,0.0,0
268,1,72,3.4257e-06,0.0,0.0,29,3.4257e-06,1,8.307471607356966,67.01408450704221,4.009091844162536e-07,0.0,0.4027777777777778,0.0,0.0,0.0,0.0,0
118,4,96,1.2231e-05,0.0,0.0,59,1.2231e-05,16,1.7775054556016652,2.272620516376053,3.1835117587033874e-06,0.0,0.6145833333333334,0.0,-1.275e-07,0.0,-4.25e-08,0
313,0,96,0.0039989,-0.00012064583333333334,0.0,22,0.0039989,22,2.5892878900193845,5.942496635202749,0.000871758073290966,2.8303499999999998e-05,0.22916666666666666,-0.00012064583333333334,-1.5011041666666666e-06,-5.17263888888889e-07,-4.0888067129629626e-05,1
204,3,48,6.74e-06,0.0,0.0,37,6.74e-06,1,6.709789608903151,43.02127659574469,9.626481668063132e-07,0.0,0.7708333333333334,0.0,0.0,0.0,0.0,0
193,3,96,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
251,1,192,7.7111e-05,0.0,0.0,59,7.7111e-05,18,3.634590476785791,13.191903170510908,1.3560542357627913e-05,0.0,0.3072916666666667,-6.661458333333333e-07,0.0,0.0,-2.220486111111111e-07,1
151,1,168,0.00086291,1.6694166666666663e-05,3.091547619047619e-06,2,0.00086291,47,3.1890912840444345,9.932605575550129,0.00015436588914706894,2.01105e-06,0.011904761904761904,1.1593809523809522e-05,6.183095238095238e-06,4.122063492063492e-06,7.299656084656085e-06,1
12,2,360,1.2349,-0.023352916666666668,0.0008727886305555556,16,1.2348803270000002,114,2.247616664909091,3.8694652878280156,0.29583596159730746,0.0045912,0.044444444444444446,0.002455411111111111,0.0017193083333333335,0.0011611495925925924,0.001778623012345679,1
313,0,96,0.0055059,-0.00018266249999999997,-1.1323958333333334e-07,22,0.0055059,24,2.2317197237393027,3.913634137114057,0.001272826666411163,5.7257e-05,0.22916666666666666,-0.00018266249999999997,-3.2789583333333335e-06,-1.6518055555555555e-07,-6.203554629629628e-05,1
118,0,96,6.315e-06,0.0,0.0,27,6.315e-06,2,6.718856518488186,43.18523672158656,8.768242687563825e-07,0.0,0.28125,0.0,0.0,0.0,0.0,0
70,2,72,0.00014519,-3.3984999999999997e-06,-4.245972222222223e-07,69,0.00014519,24,0.9218740271073197,0.3077380754404948,3.630100612622247e-05,2.82965e-05,0.9583333333333334,-1.5047777777777778e-06,0.0,0.0,-5.015925925925926e-07,0
119,1,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,0,48,6.2621e-06,0.0,0.0,41,6.2621e-06,1,6.709789608903149,43.02127659574467,8.943915556910704e-07,0.0,0.8541666666666666,0.0,0.0,0.0,0.0,0
284,2,72,0.00078416,-1.1617499999999997e-05,-6.71625e-06,56,0.000694639,21,0.3551410278299071,-0.6212817742660088,0.0001651902244045729,0.000389895,0.7777777777777778,1.5944444444444441e-06,-5.2775e-06,-4.0283333333333334e-06,-2.5704629629629633e-06,0
239,2,120,0.25745,0.0022938333333333335,0.0006629866666666667,10,0.25745,34,2.577828561963481,6.47394237203474,0.05496650551389185,0.00068498,0.08333333333333333,0.0020768333333333337,0.0013185796666666668,0.0008839431000000001,0.0014264520333333336,1
303,1,361,4.0629e-05,-5.93375e-07,0.0,10,4.0629e-05,20,4.757366102430742,23.840561356298778,5.456945752628303e-06,0.0,0.027700831024930747,0.0,0.0,0.0,0.0,1
265,4,360,0.00018319,-2.847625e-06,1.2040833333333332e-07,23,0.00018319,32,3.1162866126385675,9.9621430319161,2.8915810839741036e-05,0.0,0.06388888888888888,4.3924444444444447e-07,2.4081666666666664e-07,1.6054444444444444e-07,2.8020185185185185e-07,1
72,0,48,2.9943e-06,0.0,0.0,23,2.9943e-06,1,6.709789608903146,43.021276595744666,4.276643035412677e-07,0.0,0.4791666666666667,0.0,0.0,0.0,0.0,0
311,0,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82,4,96,0.0006933,2.745416666666666e-07,2.4307291666666666e-07,17,0.0006933,27,3.403081902867626,13.133305885080006,0.00011243795607461143,1.19415e-05,0.17708333333333334,2.745416666666666e-07,4.881458333333334e-07,3.939541666666667e-07,3.855472222222222e-07,1
18,0,192,0.00041674,-1.0374999999999936e-07,7.518229166666668e-07,20,0.00041674,18,2.7392665543858343,7.663406542630266,7.200121554328273e-05,0.0,0.10416666666666667,3.007291666666667e-06,1.5036458333333335e-06,1.0024305555555557e-06,1.837789351851852e-06,1
298,1,48,0.00016221,5.974166666666667e-06,2.996875e-06,5,0.00016221,13,1.0348612083337132,-0.20390732745645224,4.832677764455471e-05,2.1595e-05,0.10416666666666667,7.387416666666667e-06,5.974166666666667e-06,4.088947222222223e-06,5.816843518518519e-06,1
150,4,72,0.0041255,-2.979541666666667e-05,1.8834527777777778e-06,23,0.0041255,19,5.0712215022497835,27.301208495711812,0.0005990849664452902,3.0604e-05,0.3194444444444444,-1.9150000000000007e-06,3.391972222222222e-06,2.4500537037037035e-06,1.3090086419753082e-06,1
55,3,72,5.015e-06,0.0,0.0,31,5.015e-06,1,8.307471607356973,67.0140845070423,5.869047376733255e-07,0.0,0.4305555555555556,0.0,0.0,0.0,0.0,0
208,0,72,7.35e-06,0.0,0.0,52,7.35e-06,1,8.307471607356973,67.01408450704224,8.601694560117533e-07,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0
12,3,360,3.9824e-05,-5.322083333333332e-07,4.414166666666667e-08,10,3.9824e-05,37,2.957532429613433,8.495857833593352,7.28540351171347e-06,0.0,0.027777777777777776,1.7656666666666668e-07,8.828333333333334e-08,5.885555555555556e-08,1.0790185185185186e-07,1
268,0,72,2.7207e-05,0.0,0.0,21,2.7207e-05,19,0.8090384366892739,-0.1844149290267958,7.717614289932937e-06,8.8643e-06,0.2916666666666667,0.0,0.0,0.0,0.0,0
68,5,72,1.8543e-06,0.0,0.0,56,1.8543e-06,3,4.59299701238487,19.11404175263173,3.6363684757403263e-07,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0
144,4,168,4.4084e-05,-1.6070416666666668e-06,0.0,21,4.4084e-05,39,2.4083095589724692,5.376861648059318,9.689098277887503e-06,0.0,0.125,-2.5026190476190475e-07,0.0,0.0,-8.342063492063492e-08,1
70,1,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
204,3,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
268,5,72,2.9364e-06,0.0,0.0,40,2.9364e-06,1,8.307471607356979,67.01408450704228,3.4364647491604247e-07,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0
218,0,72,0.00011206,-1.7937500000000002e-06,-1.1438472222222222e-07,14,0.00011206,25,0.8976536889077348,0.20969849570381172,2.516226126996001e-05,2.52215e-05,0.19444444444444445,-2.201111111111111e-06,-4.853055555555555e-07,-7.871666666666667e-07,-1.157861111111111e-06,0
295,4,73,0.013083,-2.3877083333333332e-05,-2.1272602739726027e-07,14,0.013083,18,3.6549055419809515,13.284324701415883,0.0024863804568400123,7.8507e-05,0.1917808219178082,-0.00019522739726027396,-2.812054794520548e-06,-5.709041095890411e-07,-6.620345205479452e-05,1
68,2,72,0.00065914,1.9608333333333338e-06,1.7793194444444446e-06,39,0.00065914,23,1.008677781662367,1.225337242209915,0.0001281245466164509,0.000155975,0.5416666666666666,-5.017777777777777e-06,-7.086388888888889e-06,2.872037037037037e-06,-3.077376543209876e-06,0
30,4,192,0.0001795,6.203041666666666e-07,9.131770833333334e-08,14,0.0001795,24,8.204762600381493,83.30670966827634,1.5590848517916443e-05,0.0,0.07291666666666667,3.6527083333333334e-07,1.8263541666666667e-07,1.0505555555555555e-07,2.1765393518518517e-07,1
143,4,48,1.0779e-05,2.2443333333333332e-07,1.1221666666666666e-07,3,1.0779e-05,11,1.2491888433441969,0.24813422521731354,3.48742796757301e-06,0.0,0.0625,4.4886666666666665e-07,2.2443333333333332e-07,1.4962222222222222e-07,2.743074074074074e-07,0
25,1,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
303,1,361,0.00074246,-1.7882233333333333e-05,2.5585595567867036e-08,19,0.00074246,44,3.837886155438883,14.348231413738883,0.00011329921216752971,0.0,0.05263157894736842,1.0234238227146814e-07,2.6386703601108036e-08,3.411412742382272e-08,5.428107109879964e-08,1
264,3,72,6.4471e-05,-7.910833333333333e-07,-3.569444444444445e-07,28,6.4471e-05,19,1.3253256365674504,1.7464426307714769,1.377753150521603e-05,8.8e-06,0.3888888888888889,-4.833333333333333e-07,-2.3650833333333336e-07,-4.380185185185185e-07,-3.859533950617284e-07,1
3,0,288,0.020687,-0.00044619583333333325,1.7365625e-05,8,0.020687,60,2.6805242631460695,5.797579532912559,0.0049768469351486825,8.7143e-06,0.027777777777777776,6.524402777777777e-05,3.466822430555556e-05,2.3154166666666666e-05,4.102213958333333e-05,1
5,2,96,6.8186e-05,-2.9850000000000003e-07,2.144375e-07,6,6.8186e-05,29,1.2774187324450943,2.9559152532347444,1.3364859871132208e-05,1.3507e-05,0.0625,-2.9850000000000003e-07,2.1562499999999997e-07,5.1694444444444436e-08,-1.0393518518518541e-08,0
239,2,120,0.64637,0.0032012500000000005,0.0015435423250000002,9,0.64637,38,2.546137901956502,6.724411959614407,0.1236345504278834,0.0016389500000000001,0.075,0.0049931666666666675,0.003064581666666667,0.0020564071111111113,0.003371385148148149,1
117,4,49,6.1129e-06,0.0,-1.1736122448979592e-07,38,6.1129e-06,5,2.0455707449395932,2.1924887157974906,2.085630981434763e-06,0.0,0.7755102040816326,0.0,0.0,0.0,0.0,0
151,3,168,0.0051563,4.3770833333333324e-05,1.864285714285714e-05,4,0.0051563,45,1.9828895830119189,2.632557463327971,0.0012757101945574893,7.3971e-05,0.023809523809523808,6.031357142857143e-05,3.635144047619048e-05,2.4857142857142856e-05,4.050738492063492e-05,1
312,3,96,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,3,145,6.2032e-05,-1.5576250000000002e-06,1.6999310344827586e-07,24,6.2032e-05,24,1.7712111416832346,2.4049106036211265,1.4593703333966143e-05,0.0,0.16551724137931034,3.0971034482758625e-07,3.3998620689655173e-07,2.2665747126436783e-07,2.921180076628353e-07,1
208,5,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,5,72,3.1786e-06,0.0,0.0,59,3.1786e-06,1,8.307471607356973,67.01408450704226,3.7199110651414405e-07,0.0,0.8194444444444444,0.0,0.0,0.0,0.0,0
251,5,192,0.00030767,-3.886916666666667e-07,0.0,59,0.00030767,29,3.2770671832737692,10.901160479090201,5.195365444284138e-05,0.0,0.3072916666666667,-1.3750624999999999e-06,0.0,0.0,-4.5835416666666665e-07,1
262,0,120,0.0073307,-7.660416666666666e-05,1.4449166666666667e-05,8,0.0073307,31,1.4701811768629034,0.7144793703664729,0.002029085937715075,0.00016121499999999998,0.06666666666666667,-6.446666666666668e-06,2.7651183333333334e-05,1.884817777777778e-05,1.3350898148148147e-05,1
267,3,48,9.5636e-05,-6.16375e-07,0.0,17,9.5636e-05,14,2.1602150466252,4.902987818336865,2.055449769776668e-05,7.492850000000001e-06,0.3541666666666667,-2.1255833333333333e-06,-6.16375e-07,-1.9067499999999998e-07,-9.775444444444446e-07,1
277,3,48,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
118,5,96,2.2071e-06,0.0,0.0,65,2.2071e-06,1,9.64419650960045,91.01052631578953,2.240848937336236e-07,0.0,0.6770833333333334,0.0,0.0,0.0,0.0,0
150,2,72,14.117,0.05340416666666666,0.045688291666666665,23,14.098848,20,2.862840592934622,9.672605636300993,2.50768391958324,0.22125,0.3194444444444444,-0.020033333333333323,0.09043419444444445,0.060363240740740745,0.0435880339506173,1
70,1,72,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38,3,48,1.5694e-05,2.0945416666666664e-07,2.1591666666666664e-07,21,1.5694e-05,11,1.5979883949704428,1.9072095830853488,3.8212886659934265e-06,0.0,0.4375,-2.6333333333333334e-08,2.0945416666666664e-07,1.3955555555555555e-07,1.0755879629629629e-07,0
204,2,48,0.00011684,-1.39525e-06,3.2245833333333333e-07,8,0.00011684,15,0.7293082151469866,0.3784551304531494,2.6360607176364452e-05,3.1936e-05,0.16666666666666666,-4.257166666666667e-06,-1.39525e-06,-8.174722222222222e-07,-2.1566296296296297e-06,0
37,1,73,1.29e-06,0.0,-1.7671232876712328e-08,72,0.0,0,8.367430244040813,68.0138888888889,1.499453831885994e-07,0.0,0.9863013698630136,0.0,0.0,0.0,0.0,0
3,0,288,0.0068839,-2.0333333333333284e-06,8.989930555555556e-06,6,0.0068839,56,3.172527016824967,9.16742270989946,0.001305182323462062,0.0,0.020833333333333332,3.535838888888889e-05,1.7979861111111113e-05,1.1986574074074073e-05,2.1774941358024692e-05,1
119,3,72,6.7064e-06,0.0,0.0,54,6.7064e-06,1,5.747053451996196,31.028641715899127,1.1013360417465337e-06,0.0,0.75,0.0,0.0,-1.241925925925926e-07,-4.1397530864197534e-08,0
